          1245567641                5058                   2                   1                   2
          1245567853               11414                   2                   2                   4
          1245567869                7117                   2                   3                   6
          1245567898               11416                   2                   4                   8
          1245567898               11416                   3                   4                   9
          1245567898               11416                   4                   4                  10
          1245567898               11416                   5                   4                  11
          1245567898               11416                   6                   4                  12
          1245567898               11416                   7                   4                  13
          1245567898               11416                   8                   4                  14
          1245567898               11416                   9                   4                  15
          1245567898               11416                  10                   4                  16
          1245567898               11416                  11                   4                  17
          1245567898               11416                  12                   4                  18
          1245567898               11416                  13                   4                  19
          1245567898               11416                  14                   4                  20
          1245567898               11416                  15                   4                  21
          1245567905                1400                   2                   5                  23
          1245567915                1400                   3                   5                  24
          1245567923                1400                   4                   5                  25
          1245567987               10041                   2                   6                  27
          1245568024               11433                   2                   7                  29
          1245568028               10041                   3                   7                  30
          1245568028               10041                   4                   7                  31
          1245568028               10041                   5                   7                  32
          1245568093               11437                   2                   8                  34
          1245568093               11437                   3                   8                  35
          1245568093               11437                   4                   8                  36
          1245568093               11437                   5                   8                  37
          1245568093               11437                   6                   8                  38
          1245568093               11437                   7                   8                  39
          1245568093               11437                   8                   8                  40
          1245568093               11437                   9                   8                  41
          1245568093               11437                  10                   8                  42
          1245568093               11437                  11                   8                  43
          1245568093               11437                  12                   8                  44
          1245568093               11437                  13                   8                  45
          1245568093               11437                  14                   8                  46
          1245568107               11416                  16                   8                  47
          1245568119               11416                  17                   8                  48
          1245568125               11416                  18                   8                  49
          1245568131                6192                   2                   9                  51
          1245568132               11454                   2                  10                  53
          1245568139                6192                   3                  10                  54
          1245568299                6538                   2                  11                  56
          1245568299               11456                   2                  12                  58
          1245568345               11454                   3                  12                  59
          1245568352                5415                   2                  13                  61
          1245568367                5415                   3                  13                  62
          1245568369               11458                   2                  14                  64
          1245568369               11458                   3                  14                  65
          1245568376               11456                   3                  14                  66
          1245568376               11456                   4                  14                  67
          1245568376               11456                   5                  14                  68
          1245568376               11456                   6                  14                  69
          1245568376               11456                   7                  14                  70
          1245568376               11456                   8                  14                  71
          1245568376               11456                   9                  14                  72
          1245568376               11456                  10                  14                  73
          1245568376               11456                  11                  14                  74
          1245568406               11469                   2                  15                  76
          1245568420                1416                   2                  16                  78
          1245568553               11471                   2                  17                  80
          1245568553               11471                   3                  17                  81
          1245568553               11471                   4                  17                  82
          1245568553               11471                   5                  17                  83
          1245568553               11471                   6                  17                  84
          1245568630               11471                   7                  17                  85
          1245568751               11478                   2                  18                  87
          1245568751               11478                   3                  18                  88
          1245568853               11481                   2                  19                  90
          1245568904               11482                   2                  20                  92
          1245568904               11482                   3                  20                  93
          1245568904               11482                   4                  20                  94
          1245568904               11482                   5                  20                  95
          1245568904               11482                   6                  20                  96
          1245568904               11482                   7                  20                  97
          1245568904               11482                   8                  20                  98
          1245568904               11482                   9                  20                  99
          1245568904               11482                  10                  20                 100
          1245568904               11482                  11                  20                 101
          1245568904               11482                  12                  20                 102
          1245568904               11482                  13                  20                 103
          1245568904               11482                  14                  20                 104
          1245568904               11482                  15                  20                 105
          1245568904               11482                  16                  20                 106
          1245568904               11482                  17                  20                 107
          1245568904               11482                  18                  20                 108
          1245568904               11482                  19                  20                 109
          1245568904               11482                  20                  20                 110
          1245568904               11482                  21                  20                 111
          1245568984               11503                   2                  21                 113
          1245568997                9212                   2                  22                 115
          1245569004                3767                   2                  23                 117
          1245569010               11478                   4                  23                 118
          1245569113                1316                   2                  24                 120
          1245569131               10900                   2                  25                 122
          1245569132                1316                   3                  25                 123
          1245569139                6173                   2                  26                 125
          1245569149               10492                   2                  27                 127
          1245569178                1150                   2                  28                 129
          1245569285                1316                   4                  28                 130
          1245569285                1316                   5                  28                 131
          1245569285                1316                   6                  28                 132
          1245569285                1316                   7                  28                 133
          1245569285                1316                   8                  28                 134
          1245569285                1316                   9                  28                 135
          1245569285                1316                  10                  28                 136
